GCM,run,scenario,Unnamed: 0,0.8,1.0,1.2,1.5,2.0,2.5,3.0,4.0
CanESM5,r5i1p1f1,ssp245,222,1993-06-16 00:00:00,1999-02-15 00:00:00,2003-11-16 00:00:00,2009-08-16 12:00:00,2019-05-16 12:00:00,2029-09-16 00:00:00,2042-03-16 12:00:00,2069-08-16 12:00:00
CanESM5,r18i1p2f1,ssp585,223,1994-02-15 00:00:00,1999-02-15 00:00:00,2003-05-16 12:00:00,2009-05-16 12:00:00,2018-04-16 00:00:00,2026-06-16 00:00:00,2035-01-16 12:00:00,2050-03-16 12:00:00
CanESM5,r18i1p2f1,ssp370,224,1994-02-15 00:00:00,1999-02-15 00:00:00,2003-05-16 12:00:00,2009-02-15 00:00:00,2018-12-16 12:00:00,2028-01-16 12:00:00,2036-06-16 00:00:00,2053-05-16 12:00:00
CanESM5,r18i1p2f1,ssp245,225,1994-02-15 00:00:00,1999-02-15 00:00:00,2003-05-16 12:00:00,2009-07-16 12:00:00,2019-05-16 12:00:00,2028-10-16 12:00:00,2039-12-16 12:00:00,2064-09-16 00:00:00
CanESM5,r23i1p2f1,ssp585,226,1991-01-16 12:00:00,1995-03-16 12:00:00,2001-02-15 00:00:00,2007-09-16 00:00:00,2018-10-16 12:00:00,2027-02-15 00:00:00,2035-03-16 12:00:00,2048-09-16 00:00:00
CanESM5,r23i1p2f1,ssp370,227,1991-01-16 12:00:00,1995-03-16 12:00:00,2001-02-15 00:00:00,2007-10-16 12:00:00,2020-01-16 12:00:00,2028-08-16 12:00:00,2036-12-16 12:00:00,2053-02-15 00:00:00
CanESM5,r23i1p2f1,ssp245,228,1991-01-16 12:00:00,1995-03-16 12:00:00,2001-02-15 00:00:00,2007-06-16 00:00:00,2019-01-16 12:00:00,2030-01-16 12:00:00,2041-07-16 12:00:00,2063-01-16 12:00:00
CanESM5,r5i1p2f1,ssp585,229,1993-12-16 12:00:00,1997-07-16 12:00:00,2001-10-16 12:00:00,2006-04-16 00:00:00,2016-01-16 12:00:00,2026-08-16 12:00:00,2035-04-16 00:00:00,2049-07-16 12:00:00
CanESM5,r5i1p2f1,ssp370,230,1993-12-16 12:00:00,1997-07-16 12:00:00,2001-10-16 12:00:00,2006-04-16 00:00:00,2017-02-15 00:00:00,2028-12-16 12:00:00,2038-07-16 12:00:00,2053-04-16 00:00:00
CanESM5,r5i1p2f1,ssp245,231,1993-12-16 12:00:00,1997-07-16 12:00:00,2001-10-16 12:00:00,2006-04-16 00:00:00,2015-09-16 00:00:00,2028-12-16 12:00:00,2041-11-16 00:00:00,2070-02-15 00:00:00
CanESM5,r16i1p1f1,ssp585,232,1992-11-16 00:00:00,1998-03-16 12:00:00,2003-02-15 00:00:00,2009-03-16 12:00:00,2018-02-15 00:00:00,2026-11-16 00:00:00,2035-03-16 12:00:00,2049-10-16 12:00:00
CanESM5,r16i1p1f1,ssp370,233,1992-11-16 00:00:00,1998-03-16 12:00:00,2003-02-15 00:00:00,2009-03-16 12:00:00,2018-02-15 00:00:00,2027-07-16 12:00:00,2037-05-16 12:00:00,2053-12-16 12:00:00
CanESM5,r16i1p1f1,ssp245,234,1992-11-16 00:00:00,1998-03-16 12:00:00,2003-02-15 00:00:00,2009-02-15 00:00:00,2018-01-16 12:00:00,2027-04-16 00:00:00,2039-05-16 12:00:00,2064-05-16 12:00:00
CanESM5,r4i1p2f1,ssp585,235,1993-03-16 12:00:00,1999-01-16 12:00:00,2003-02-15 00:00:00,2009-04-16 00:00:00,2018-11-16 00:00:00,2027-06-16 00:00:00,2035-04-16 00:00:00,2049-11-16 00:00:00
CanESM5,r4i1p2f1,ssp370,236,1993-03-16 12:00:00,1999-01-16 12:00:00,2003-02-15 00:00:00,2009-01-16 12:00:00,2020-09-16 00:00:00,2030-03-16 12:00:00,2038-06-16 00:00:00,2053-11-16 00:00:00
CanESM5,r4i1p2f1,ssp245,237,1993-03-16 12:00:00,1999-01-16 12:00:00,2003-02-15 00:00:00,2009-01-16 12:00:00,2020-08-16 12:00:00,2031-06-16 00:00:00,2041-04-16 00:00:00,2068-03-16 12:00:00
CanESM5,r9i1p2f1,ssp585,238,1992-04-16 00:00:00,1996-10-16 12:00:00,2000-11-16 00:00:00,2005-11-16 00:00:00,2015-05-16 12:00:00,2024-09-16 00:00:00,2032-12-16 12:00:00,2049-04-16 00:00:00
CanESM5,r9i1p2f1,ssp370,239,1992-04-16 00:00:00,1996-10-16 12:00:00,2000-11-16 00:00:00,2005-11-16 00:00:00,2015-12-16 12:00:00,2026-02-15 00:00:00,2034-07-16 12:00:00,2052-02-15 00:00:00
CanESM5,r9i1p2f1,ssp245,240,1992-04-16 00:00:00,1996-10-16 12:00:00,2000-11-16 00:00:00,2005-11-16 00:00:00,2015-04-16 00:00:00,2027-10-16 12:00:00,2040-01-16 12:00:00,2065-09-16 00:00:00
CanESM5,r19i1p1f1,ssp585,241,1993-10-16 12:00:00,1997-09-16 00:00:00,2002-06-16 00:00:00,2006-11-16 00:00:00,2016-02-15 00:00:00,2025-05-16 12:00:00,2034-06-16 00:00:00,2049-01-16 12:00:00
CanESM5,r19i1p1f1,ssp370,242,1993-10-16 12:00:00,1997-09-16 00:00:00,2002-06-16 00:00:00,2006-10-16 12:00:00,2016-08-16 12:00:00,2026-05-16 12:00:00,2035-06-16 00:00:00,2053-08-16 12:00:00
CanESM5,r19i1p1f1,ssp245,243,1993-10-16 12:00:00,1997-09-16 00:00:00,2002-06-16 00:00:00,2006-12-16 12:00:00,2016-10-16 12:00:00,2027-11-16 00:00:00,2039-06-16 00:00:00,2065-07-16 12:00:00
CanESM5,r14i1p2f1,ssp585,244,1994-04-16 00:00:00,1999-05-16 12:00:00,2004-02-15 00:00:00,2009-09-16 00:00:00,2018-05-16 12:00:00,2026-09-16 00:00:00,2033-11-16 00:00:00,2048-03-16 12:00:00
CanESM5,r14i1p2f1,ssp370,245,1994-04-16 00:00:00,1999-05-16 12:00:00,2004-02-15 00:00:00,2009-01-16 12:00:00,2018-05-16 12:00:00,2027-09-16 00:00:00,2036-04-16 00:00:00,2052-05-16 12:00:00
CanESM5,r14i1p2f1,ssp245,246,1994-04-16 00:00:00,1999-05-16 12:00:00,2004-02-15 00:00:00,2009-03-16 12:00:00,2017-11-16 00:00:00,2027-02-15 00:00:00,2038-12-16 12:00:00,2063-02-15 00:00:00
CanESM5,r19i1p2f1,ssp585,247,1993-08-16 12:00:00,1997-06-16 00:00:00,2001-05-16 12:00:00,2006-07-16 12:00:00,2015-05-16 12:00:00,2024-10-16 12:00:00,2034-05-16 12:00:00,2050-02-15 00:00:00
CanESM5,r19i1p2f1,ssp370,248,1993-08-16 12:00:00,1997-06-16 00:00:00,2001-05-16 12:00:00,2006-08-16 12:00:00,2015-02-15 00:00:00,2024-07-16 12:00:00,2034-02-15 00:00:00,2052-01-16 12:00:00
CanESM5,r19i1p2f1,ssp245,249,1993-08-16 12:00:00,1997-06-16 00:00:00,2001-05-16 12:00:00,2006-10-16 12:00:00,2016-01-16 12:00:00,2027-01-16 12:00:00,2038-07-16 12:00:00,2065-05-16 12:00:00
CanESM5,r7i1p2f1,ssp585,250,1991-10-16 12:00:00,1996-04-16 00:00:00,2000-10-16 12:00:00,2006-04-16 00:00:00,2015-04-16 00:00:00,2024-05-16 12:00:00,2033-11-16 00:00:00,2048-05-16 12:00:00
CanESM5,r7i1p2f1,ssp370,251,1991-10-16 12:00:00,1996-04-16 00:00:00,2000-10-16 12:00:00,2006-04-16 00:00:00,2015-04-16 00:00:00,2025-06-16 00:00:00,2036-09-16 00:00:00,2052-01-16 12:00:00
CanESM5,r7i1p2f1,ssp245,252,1991-10-16 12:00:00,1996-04-16 00:00:00,2000-10-16 12:00:00,2006-05-16 12:00:00,2015-12-16 12:00:00,2025-12-16 12:00:00,2039-05-16 12:00:00,2065-01-16 12:00:00
CanESM5,r12i1p1f1,ssp585,253,1989-04-16 00:00:00,1994-06-16 00:00:00,1999-09-16 00:00:00,2006-08-16 12:00:00,2017-06-16 00:00:00,2026-04-16 00:00:00,2036-02-15 00:00:00,2051-01-16 12:00:00
CanESM5,r12i1p1f1,ssp370,254,1989-04-16 00:00:00,1994-06-16 00:00:00,1999-09-16 00:00:00,2006-08-16 12:00:00,2018-05-16 12:00:00,2029-06-16 00:00:00,2038-05-16 12:00:00,2054-01-16 12:00:00
CanESM5,r12i1p1f1,ssp245,255,1989-04-16 00:00:00,1994-06-16 00:00:00,1999-09-16 00:00:00,2006-11-16 00:00:00,2018-11-16 00:00:00,2029-03-16 12:00:00,2041-02-15 00:00:00,2064-01-16 12:00:00
CanESM5,r1i1p1f1,ssp585,256,1991-11-16 00:00:00,1999-03-16 12:00:00,2003-09-16 00:00:00,2010-02-15 00:00:00,2020-04-16 00:00:00,2029-09-16 00:00:00,2037-02-15 00:00:00,2050-09-16 00:00:00
CanESM5,r1i1p1f1,ssp370,257,1991-11-16 00:00:00,1999-03-16 12:00:00,2003-09-16 00:00:00,2011-02-15 00:00:00,2020-09-16 00:00:00,2029-09-16 00:00:00,2039-09-16 00:00:00,2054-12-16 12:00:00
CanESM5,r1i1p1f1,ssp245,258,1991-11-16 00:00:00,1999-03-16 12:00:00,2003-09-16 00:00:00,2011-02-15 00:00:00,2020-12-16 12:00:00,2031-05-16 12:00:00,2044-07-16 12:00:00,2071-05-16 12:00:00
CanESM5,r9i1p1f1,ssp585,259,1994-08-16 12:00:00,1999-06-16 00:00:00,2003-10-16 12:00:00,2009-03-16 12:00:00,2018-04-16 00:00:00,2025-10-16 12:00:00,2034-11-16 00:00:00,2050-08-16 12:00:00
CanESM5,r9i1p1f1,ssp370,260,1994-08-16 12:00:00,1999-06-16 00:00:00,2003-10-16 12:00:00,2010-02-15 00:00:00,2019-02-15 00:00:00,2028-01-16 12:00:00,2037-03-16 12:00:00,2053-11-16 00:00:00
CanESM5,r9i1p1f1,ssp245,261,1994-08-16 12:00:00,1999-06-16 00:00:00,2003-10-16 12:00:00,2010-01-16 12:00:00,2019-03-16 12:00:00,2028-09-16 00:00:00,2040-10-16 12:00:00,2067-07-16 12:00:00
CanESM5,r17i1p2f1,ssp585,262,1991-07-16 12:00:00,1996-07-16 12:00:00,2001-08-16 12:00:00,2007-04-16 00:00:00,2018-02-15 00:00:00,2027-01-16 12:00:00,2035-08-16 12:00:00,2049-09-16 00:00:00
CanESM5,r17i1p2f1,ssp370,263,1991-07-16 12:00:00,1996-07-16 12:00:00,2001-08-16 12:00:00,2007-04-16 00:00:00,2017-12-16 12:00:00,2027-08-16 12:00:00,2037-04-16 00:00:00,2053-05-16 12:00:00
CanESM5,r17i1p2f1,ssp245,264,1991-07-16 12:00:00,1996-07-16 12:00:00,2001-08-16 12:00:00,2007-04-16 00:00:00,2017-11-16 00:00:00,2028-03-16 12:00:00,2039-05-16 12:00:00,2064-06-16 00:00:00
CanESM5,r14i1p1f1,ssp585,265,1994-01-16 12:00:00,1997-08-16 12:00:00,2001-08-16 12:00:00,2006-12-16 12:00:00,2017-03-16 12:00:00,2026-04-16 00:00:00,2035-05-16 12:00:00,2051-05-16 12:00:00
CanESM5,r14i1p1f1,ssp370,266,1994-01-16 12:00:00,1997-08-16 12:00:00,2001-08-16 12:00:00,2006-11-16 00:00:00,2017-04-16 00:00:00,2028-11-16 00:00:00,2037-10-16 12:00:00,2052-11-16 00:00:00
CanESM5,r14i1p1f1,ssp245,267,1994-01-16 12:00:00,1997-08-16 12:00:00,2001-08-16 12:00:00,2007-02-15 00:00:00,2019-07-16 12:00:00,2030-12-16 12:00:00,2040-12-16 12:00:00,2067-08-16 12:00:00
CanESM5,r2i1p1f1,ssp585,268,1994-07-16 12:00:00,1999-11-16 00:00:00,2004-10-16 12:00:00,2009-10-16 12:00:00,2018-05-16 12:00:00,2026-01-16 12:00:00,2034-03-16 12:00:00,2049-02-15 00:00:00
CanESM5,r2i1p1f1,ssp370,269,1994-07-16 12:00:00,1999-11-16 00:00:00,2004-10-16 12:00:00,2010-02-15 00:00:00,2019-05-16 12:00:00,2027-11-16 00:00:00,2036-07-16 12:00:00,2053-07-16 12:00:00
CanESM5,r2i1p1f1,ssp245,270,1994-07-16 12:00:00,1999-11-16 00:00:00,2004-10-16 12:00:00,2009-06-16 00:00:00,2018-11-16 00:00:00,2028-08-16 12:00:00,2039-01-16 12:00:00,2066-02-15 00:00:00
CanESM5,r10i1p2f1,ssp585,271,1994-12-16 12:00:00,1999-04-16 00:00:00,2002-12-16 12:00:00,2007-08-16 12:00:00,2016-06-16 00:00:00,2026-05-16 12:00:00,2034-10-16 12:00:00,2049-05-16 12:00:00
CanESM5,r10i1p2f1,ssp370,272,1994-12-16 12:00:00,1999-04-16 00:00:00,2002-12-16 12:00:00,2007-09-16 00:00:00,2015-12-16 12:00:00,2025-10-16 12:00:00,2036-02-15 00:00:00,2053-01-16 12:00:00
CanESM5,r10i1p2f1,ssp245,273,1994-12-16 12:00:00,1999-04-16 00:00:00,2002-12-16 12:00:00,2007-09-16 00:00:00,2016-12-16 12:00:00,2028-03-16 12:00:00,2040-03-16 12:00:00,2068-02-15 00:00:00
CanESM5,r23i1p1f1,ssp585,274,1992-08-16 12:00:00,1996-11-16 00:00:00,2000-12-16 12:00:00,2006-06-16 00:00:00,2016-03-16 12:00:00,2025-05-16 12:00:00,2033-11-16 00:00:00,2048-04-16 00:00:00
CanESM5,r23i1p1f1,ssp370,275,1992-08-16 12:00:00,1996-11-16 00:00:00,2000-12-16 12:00:00,2006-07-16 12:00:00,2016-11-16 00:00:00,2026-11-16 00:00:00,2036-08-16 12:00:00,2053-09-16 00:00:00
CanESM5,r23i1p1f1,ssp245,276,1992-08-16 12:00:00,1996-11-16 00:00:00,2000-12-16 12:00:00,2006-08-16 12:00:00,2016-09-16 00:00:00,2028-06-16 00:00:00,2040-09-16 00:00:00,2066-04-16 00:00:00
CanESM5,r11i1p1f1,ssp585,277,1991-08-16 12:00:00,1996-09-16 00:00:00,2001-09-16 00:00:00,2007-09-16 00:00:00,2016-12-16 12:00:00,2026-07-16 12:00:00,2035-07-16 12:00:00,2048-10-16 12:00:00
CanESM5,r11i1p1f1,ssp370,278,1991-08-16 12:00:00,1996-09-16 00:00:00,2001-09-16 00:00:00,2007-10-16 12:00:00,2017-06-16 00:00:00,2027-05-16 12:00:00,2035-09-16 00:00:00,2051-12-16 12:00:00
CanESM5,r11i1p1f1,ssp245,279,1991-08-16 12:00:00,1996-09-16 00:00:00,2001-09-16 00:00:00,2007-12-16 12:00:00,2018-05-16 12:00:00,2028-05-16 12:00:00,2039-06-16 00:00:00,2064-05-16 12:00:00
CanESM5,r24i1p2f1,ssp585,280,1993-02-15 00:00:00,1997-06-16 00:00:00,2002-02-15 00:00:00,2007-03-16 12:00:00,2015-11-16 00:00:00,2024-07-16 12:00:00,2035-02-15 00:00:00,2049-10-16 12:00:00
CanESM5,r24i1p2f1,ssp370,281,1993-02-15 00:00:00,1997-06-16 00:00:00,2002-02-15 00:00:00,2007-02-15 00:00:00,2017-02-15 00:00:00,2025-12-16 12:00:00,2034-08-16 12:00:00,2051-02-15 00:00:00
CanESM5,r24i1p2f1,ssp245,282,1993-02-15 00:00:00,1997-06-16 00:00:00,2002-02-15 00:00:00,2007-05-16 12:00:00,2017-02-15 00:00:00,2027-07-16 12:00:00,2039-11-16 00:00:00,2063-08-16 12:00:00
CanESM5,r24i1p1f1,ssp585,283,1991-09-16 00:00:00,1995-06-16 00:00:00,2000-06-16 00:00:00,2006-08-16 12:00:00,2018-08-16 12:00:00,2027-10-16 12:00:00,2036-03-16 12:00:00,2050-09-16 00:00:00
CanESM5,r24i1p1f1,ssp370,284,1991-09-16 00:00:00,1995-06-16 00:00:00,2000-06-16 00:00:00,2006-09-16 00:00:00,2019-05-16 12:00:00,2028-06-16 00:00:00,2037-07-16 12:00:00,2053-06-16 00:00:00
CanESM5,r24i1p1f1,ssp245,285,1991-09-16 00:00:00,1995-06-16 00:00:00,2000-06-16 00:00:00,2006-06-16 00:00:00,2019-01-16 12:00:00,2029-04-16 00:00:00,2042-03-16 12:00:00,2066-06-16 00:00:00
CanESM5,r8i1p1f1,ssp585,286,1992-01-16 12:00:00,1995-10-16 12:00:00,2000-09-16 00:00:00,2006-11-16 00:00:00,2019-04-16 00:00:00,2027-06-16 00:00:00,2036-01-16 12:00:00,2051-11-16 00:00:00
CanESM5,r8i1p1f1,ssp370,287,1992-01-16 12:00:00,1995-10-16 12:00:00,2000-09-16 00:00:00,2006-08-16 12:00:00,2017-02-15 00:00:00,2027-09-16 00:00:00,2037-07-16 12:00:00,2054-02-15 00:00:00
CanESM5,r8i1p1f1,ssp245,288,1992-01-16 12:00:00,1995-10-16 12:00:00,2000-09-16 00:00:00,2006-10-16 12:00:00,2019-03-16 12:00:00,2030-12-16 12:00:00,2042-05-16 12:00:00,2068-10-16 12:00:00
CanESM5,r20i1p1f1,ssp585,289,1993-01-16 12:00:00,1997-02-15 00:00:00,2002-08-16 12:00:00,2009-04-16 00:00:00,2019-05-16 12:00:00,2027-03-16 12:00:00,2035-08-16 12:00:00,2050-01-16 12:00:00
CanESM5,r20i1p1f1,ssp370,290,1993-01-16 12:00:00,1997-02-15 00:00:00,2002-08-16 12:00:00,2008-12-16 12:00:00,2019-07-16 12:00:00,2028-03-16 12:00:00,2036-06-16 00:00:00,2053-03-16 12:00:00
CanESM5,r20i1p1f1,ssp245,291,1993-01-16 12:00:00,1997-02-15 00:00:00,2002-08-16 12:00:00,2009-03-16 12:00:00,2020-02-15 00:00:00,2029-12-16 12:00:00,2042-08-16 12:00:00,2067-02-15 00:00:00
CanESM5,r21i1p2f1,ssp585,292,1989-05-16 12:00:00,1995-03-16 12:00:00,2000-09-16 00:00:00,2006-12-16 12:00:00,2016-10-16 12:00:00,2025-06-16 00:00:00,2033-03-16 12:00:00,2047-01-16 12:00:00
CanESM5,r21i1p2f1,ssp370,293,1989-05-16 12:00:00,1995-03-16 12:00:00,2000-09-16 00:00:00,2006-10-16 12:00:00,2016-03-16 12:00:00,2024-08-16 12:00:00,2034-09-16 00:00:00,2051-12-16 12:00:00
CanESM5,r21i1p2f1,ssp245,294,1989-05-16 12:00:00,1995-03-16 12:00:00,2000-09-16 00:00:00,2006-12-16 12:00:00,2017-03-16 12:00:00,2027-04-16 00:00:00,2038-04-16 00:00:00,2062-05-16 12:00:00
CanESM5,r21i1p1f1,ssp585,295,1989-08-16 12:00:00,1995-10-16 12:00:00,2000-12-16 12:00:00,2007-04-16 00:00:00,2015-10-16 12:00:00,2024-03-16 12:00:00,2034-01-16 12:00:00,2048-11-16 00:00:00
CanESM5,r21i1p1f1,ssp370,296,1989-08-16 12:00:00,1995-10-16 12:00:00,2000-12-16 12:00:00,2007-03-16 12:00:00,2016-08-16 12:00:00,2025-02-15 00:00:00,2035-06-16 00:00:00,2053-05-16 12:00:00
CanESM5,r21i1p1f1,ssp245,297,1989-08-16 12:00:00,1995-10-16 12:00:00,2000-12-16 12:00:00,2007-07-16 12:00:00,2018-02-15 00:00:00,2027-07-16 12:00:00,2038-04-16 00:00:00,2063-12-16 12:00:00
CanESM5,r7i1p1f1,ssp585,298,1993-10-16 12:00:00,1998-05-16 12:00:00,2003-02-15 00:00:00,2008-08-16 12:00:00,2018-07-16 12:00:00,2027-02-15 00:00:00,2035-04-16 00:00:00,2050-02-15 00:00:00
CanESM5,r7i1p1f1,ssp370,299,1993-10-16 12:00:00,1998-05-16 12:00:00,2003-02-15 00:00:00,2008-12-16 12:00:00,2019-03-16 12:00:00,2029-02-15 00:00:00,2038-07-16 12:00:00,2054-06-16 00:00:00
CanESM5,r7i1p1f1,ssp245,300,1993-10-16 12:00:00,1998-05-16 12:00:00,2003-02-15 00:00:00,2008-07-16 12:00:00,2018-12-16 12:00:00,2029-01-16 12:00:00,2040-03-16 12:00:00,2067-10-16 12:00:00
CanESM5,r10i1p1f1,ssp585,301,1996-04-16 00:00:00,2000-02-15 00:00:00,2003-03-16 12:00:00,2008-03-16 12:00:00,2017-08-16 12:00:00,2028-04-16 00:00:00,2037-05-16 12:00:00,2050-06-16 00:00:00
CanESM5,r10i1p1f1,ssp370,302,1996-04-16 00:00:00,2000-02-15 00:00:00,2003-03-16 12:00:00,2007-12-16 12:00:00,2017-08-16 12:00:00,2028-07-16 12:00:00,2038-04-16 00:00:00,2054-10-16 12:00:00
CanESM5,r10i1p1f1,ssp245,303,1996-04-16 00:00:00,2000-02-15 00:00:00,2003-03-16 12:00:00,2007-11-16 00:00:00,2018-01-16 12:00:00,2030-09-16 00:00:00,2042-09-16 00:00:00,2069-08-16 12:00:00
CanESM5,r4i1p1f1,ssp585,304,1992-08-16 12:00:00,1996-05-16 12:00:00,2000-10-16 12:00:00,2006-01-16 12:00:00,2016-01-16 12:00:00,2026-11-16 00:00:00,2035-06-16 00:00:00,2050-01-16 12:00:00
CanESM5,r4i1p1f1,ssp370,305,1992-08-16 12:00:00,1996-05-16 12:00:00,2000-10-16 12:00:00,2006-01-16 12:00:00,2015-11-16 00:00:00,2026-07-16 12:00:00,2036-08-16 12:00:00,2054-05-16 12:00:00
CanESM5,r4i1p1f1,ssp245,306,1992-08-16 12:00:00,1996-05-16 12:00:00,2000-10-16 12:00:00,2005-12-16 12:00:00,2016-10-16 12:00:00,2029-12-16 12:00:00,2041-12-16 12:00:00,2064-09-16 00:00:00
CanESM5,r25i1p2f1,ssp585,307,1991-09-16 00:00:00,1995-07-16 12:00:00,2001-03-16 12:00:00,2007-07-16 12:00:00,2018-01-16 12:00:00,2027-05-16 12:00:00,2035-04-16 00:00:00,2048-07-16 12:00:00
CanESM5,r25i1p2f1,ssp370,308,1991-09-16 00:00:00,1995-07-16 12:00:00,2001-03-16 12:00:00,2007-04-16 00:00:00,2017-09-16 00:00:00,2027-05-16 12:00:00,2035-12-16 12:00:00,2050-12-16 12:00:00
CanESM5,r25i1p2f1,ssp245,309,1991-09-16 00:00:00,1995-07-16 12:00:00,2001-03-16 12:00:00,2007-02-15 00:00:00,2017-11-16 00:00:00,2028-05-16 12:00:00,2038-06-16 00:00:00,2063-04-16 00:00:00
CanESM5-CanOE,r2i1p2f1,ssp585,310,1992-10-16 12:00:00,1998-01-16 12:00:00,2003-04-16 00:00:00,2008-10-16 12:00:00,2018-10-16 12:00:00,2027-05-16 12:00:00,2035-02-15 00:00:00,2049-06-16 00:00:00
CanESM5-CanOE,r2i1p2f1,ssp370,311,1992-10-16 12:00:00,1998-01-16 12:00:00,2003-04-16 00:00:00,2009-02-15 00:00:00,2019-04-16 00:00:00,2028-04-16 00:00:00,2037-04-16 00:00:00,2052-02-15 00:00:00
CanESM5-CanOE,r2i1p2f1,ssp245,312,1992-10-16 12:00:00,1998-01-16 12:00:00,2003-04-16 00:00:00,2009-02-15 00:00:00,2018-06-16 00:00:00,2027-07-16 12:00:00,2038-06-16 00:00:00,2063-12-16 12:00:00
CanESM5-CanOE,r1i1p2f1,ssp585,313,1989-12-16 12:00:00,1994-05-16 12:00:00,2000-03-16 12:00:00,2006-11-16 00:00:00,2016-06-16 00:00:00,2025-01-16 12:00:00,2033-05-16 12:00:00,2048-06-16 00:00:00
CanESM5-CanOE,r1i1p2f1,ssp370,314,1989-12-16 12:00:00,1994-05-16 12:00:00,2000-03-16 12:00:00,2006-09-16 00:00:00,2016-07-16 12:00:00,2024-05-16 12:00:00,2034-04-16 00:00:00,2051-06-16 00:00:00
CanESM5-CanOE,r1i1p2f1,ssp245,315,1989-12-16 12:00:00,1994-05-16 12:00:00,2000-03-16 12:00:00,2006-10-16 12:00:00,2017-02-15 00:00:00,2026-10-16 12:00:00,2039-03-16 12:00:00,2066-04-16 00:00:00
CanESM5-CanOE,r3i1p2f1,ssp585,316,1995-07-16 12:00:00,2000-01-16 12:00:00,2003-07-16 12:00:00,2008-04-16 00:00:00,2017-05-16 12:00:00,2026-12-16 12:00:00,2035-12-16 12:00:00,2049-04-16 00:00:00
CanESM5-CanOE,r3i1p2f1,ssp370,317,1995-07-16 12:00:00,2000-01-16 12:00:00,2003-07-16 12:00:00,2008-02-15 00:00:00,2018-02-15 00:00:00,2028-01-16 12:00:00,2036-04-16 00:00:00,2053-07-16 12:00:00
CanESM5-CanOE,r3i1p2f1,ssp245,318,1995-07-16 12:00:00,2000-01-16 12:00:00,2003-07-16 12:00:00,2008-06-16 00:00:00,2017-05-16 12:00:00,2028-06-16 00:00:00,2042-07-16 12:00:00,2064-05-16 12:00:00
E3SM-1-1,r1i1p1f1,ssp585,319,2010-03-16 12:00:00,2014-01-16 12:00:00,2017-11-16 00:00:00,2023-04-16 00:00:00,2030-09-16 00:00:00,2037-04-16 00:00:00,2043-08-16 12:00:00,2055-06-16 00:00:00
E3SM-1-1,r1i1p1f1,ssp245,320,,,,,,,,
EC-Earth3,r13i1p1f1,ssp585,321,1950-06-16 00:00:00,1994-08-16 12:00:00,2002-04-16 00:00:00,2008-08-16 12:00:00,2023-04-16 00:00:00,2034-11-16 00:00:00,2048-08-16 12:00:00,2063-09-16 00:00:00
EC-Earth3,r13i1p1f1,ssp370,322,1950-06-16 00:00:00,1994-08-16 12:00:00,2002-04-16 00:00:00,2008-11-16 00:00:00,2027-09-16 00:00:00,2041-07-16 12:00:00,2052-04-16 00:00:00,2073-12-16 12:00:00
EC-Earth3,r13i1p1f1,ssp245,323,1950-06-16 00:00:00,1994-08-16 12:00:00,2002-04-16 00:00:00,2009-01-16 12:00:00,2028-03-16 12:00:00,2044-02-15 12:00:00,2058-04-16 00:00:00,
EC-Earth3,r3i1p1f1,ssp585,324,1977-10-16 12:00:00,1998-11-16 00:00:00,2009-08-16 12:00:00,2020-04-16 00:00:00,2031-08-16 12:00:00,2041-11-16 00:00:00,2050-09-16 00:00:00,2063-11-16 00:00:00
EC-Earth3,r6i1p1f1,ssp585,325,1999-05-16 12:00:00,2002-12-16 12:00:00,2006-02-15 00:00:00,2013-09-16 00:00:00,2028-01-16 12:00:00,2041-08-16 12:00:00,2052-01-16 12:00:00,2068-01-16 12:00:00
EC-Earth3,r6i1p1f1,ssp370,326,1999-05-16 12:00:00,2002-12-16 12:00:00,2006-02-15 00:00:00,2013-10-16 12:00:00,2026-12-16 12:00:00,2040-11-16 00:00:00,2056-11-16 00:00:00,2077-01-16 12:00:00
EC-Earth3,r6i1p1f1,ssp245,327,1999-05-16 12:00:00,2002-12-16 12:00:00,2006-01-16 12:00:00,2013-11-16 00:00:00,2030-08-16 12:00:00,2043-11-16 00:00:00,2065-11-16 00:00:00,
EC-Earth3,r25i1p1f1,ssp245,328,1946-11-16 00:00:00,1997-02-15 00:00:00,2005-04-16 00:00:00,2018-12-16 12:00:00,2033-12-16 12:00:00,2046-07-16 12:00:00,2062-03-16 12:00:00,
EC-Earth3,r17i1p1f1,ssp245,329,1947-10-16 12:00:00,1995-12-16 12:00:00,2002-03-16 12:00:00,2009-09-16 00:00:00,2022-06-16 00:00:00,2041-04-16 00:00:00,2059-06-16 00:00:00,
EC-Earth3,r18i1p1f1,ssp245,330,1999-02-15 00:00:00,2005-10-16 12:00:00,2012-07-16 12:00:00,2021-01-16 12:00:00,2032-04-16 00:00:00,2045-03-16 12:00:00,2059-12-16 12:00:00,
EC-Earth3,r22i1p1f1,ssp245,331,1957-05-16 12:00:00,1977-01-16 12:00:00,1993-04-16 00:00:00,2004-05-16 12:00:00,2027-03-16 12:00:00,2047-01-16 12:00:00,2058-09-16 00:00:00,
EC-Earth3,r15i1p1f1,ssp585,332,1979-09-16 00:00:00,1992-05-16 12:00:00,2001-07-16 12:00:00,2011-12-16 12:00:00,2030-03-16 12:00:00,2042-09-16 00:00:00,2051-06-16 00:00:00,2065-08-16 12:00:00
