GCM,run,scenario,1.5,2.0,2.5,3.0,4.0
EC-Earth3,r127i1p1f1,ssp585,2041-05-16 12:00:00,2051-06-16 00:00:00,2059-03-16 12:00:00,2065-12-16 12:00:00,2078-10-16 12:00:00
EC-Earth3,r127i1p1f1,ssp370,2044-10-16 12:00:00,2054-04-16 00:00:00,2064-02-15 12:00:00,2074-03-16 12:00:00,
EC-Earth3,r127i1p1f1,ssp245,2046-01-16 12:00:00,2063-01-16 12:00:00,2079-04-16 00:00:00,,
EC-Earth3,r4i1p1f1,ssp585,2044-11-16 00:00:00,2052-11-16 00:00:00,2059-02-15 00:00:00,2065-05-16 12:00:00,2078-07-16 12:00:00
EC-Earth3,r4i1p1f1,ssp370,2046-09-16 00:00:00,2057-05-16 12:00:00,2066-11-16 00:00:00,2074-12-16 12:00:00,
EC-Earth3,r4i1p1f1,ssp245,2051-02-15 00:00:00,2066-01-16 12:00:00,2083-08-16 12:00:00,,
EC-Earth3,r7i1p1f1,ssp245,2035-12-16 12:00:00,2053-10-16 12:00:00,2069-08-16 12:00:00,2090-11-16 00:00:00,
EC-Earth3,r20i1p1f1,ssp245,2044-11-16 00:00:00,2058-04-16 00:00:00,2072-03-16 12:00:00,2090-08-16 12:00:00,
EC-Earth3,r25i1p1f1,ssp245,2046-07-16 12:00:00,2062-03-16 12:00:00,2078-12-16 12:00:00,,
EC-Earth3,r21i1p1f1,ssp245,2055-04-16 00:00:00,2068-01-16 12:00:00,2081-07-16 12:00:00,,
EC-Earth3,r148i1p1f1,ssp585,2030-04-16 00:00:00,2037-10-16 12:00:00,2046-02-15 00:00:00,2058-02-15 00:00:00,2076-01-16 12:00:00
EC-Earth3,r148i1p1f1,ssp370,2033-05-16 12:00:00,2042-04-16 00:00:00,2051-06-16 00:00:00,2062-10-16 12:00:00,2084-02-15 12:00:00
EC-Earth3,r148i1p1f1,ssp245,2031-01-16 12:00:00,2041-12-16 12:00:00,2056-03-16 12:00:00,2078-01-16 12:00:00,
EC-Earth3,r22i1p1f1,ssp245,2053-12-16 12:00:00,2067-09-16 00:00:00,2090-10-16 12:00:00,,
EC-Earth3,r23i1p1f1,ssp245,2032-02-15 12:00:00,2044-06-16 00:00:00,2059-10-16 12:00:00,2078-01-16 12:00:00,
EC-Earth3,r103i1p1f1,ssp585,2035-03-16 12:00:00,2046-08-16 12:00:00,2055-09-16 00:00:00,2063-09-16 00:00:00,2077-04-16 00:00:00
EC-Earth3,r103i1p1f1,ssp370,2038-12-16 12:00:00,2049-04-16 00:00:00,2061-08-16 12:00:00,2071-04-16 00:00:00,2089-05-16 12:00:00
EC-Earth3,r103i1p1f1,ssp245,2040-04-16 00:00:00,2057-07-16 12:00:00,2073-04-16 00:00:00,,
EC-Earth3,r2i1p1f1,ssp245,2048-12-16 12:00:00,2062-02-15 00:00:00,2075-05-16 12:00:00,,
EC-Earth3,r105i1p1f1,ssp585,2030-07-16 12:00:00,2039-10-16 12:00:00,2050-06-16 00:00:00,2060-11-16 00:00:00,2074-07-16 12:00:00
EC-Earth3,r105i1p1f1,ssp370,2031-01-16 12:00:00,2040-11-16 00:00:00,2054-10-16 12:00:00,2067-05-16 12:00:00,2086-03-16 12:00:00
EC-Earth3,r105i1p1f1,ssp245,2030-11-16 00:00:00,2041-11-16 00:00:00,2066-05-16 12:00:00,2084-08-16 12:00:00,
EC-Earth3,r141i1p1f1,ssp585,2029-07-16 12:00:00,2038-05-16 12:00:00,2047-11-16 00:00:00,2056-04-16 00:00:00,2071-04-16 00:00:00
EC-Earth3,r141i1p1f1,ssp370,2029-12-16 12:00:00,2036-12-16 12:00:00,2044-06-16 00:00:00,2055-01-16 12:00:00,2084-03-16 12:00:00
EC-Earth3,r141i1p1f1,ssp245,2033-04-16 00:00:00,2042-08-16 12:00:00,2053-02-15 00:00:00,2079-01-16 12:00:00,
EC-Earth3,r18i1p1f1,ssp245,2038-04-16 00:00:00,2052-09-16 00:00:00,2066-04-16 00:00:00,,
EC-Earth3,r121i1p1f1,ssp585,2040-05-16 12:00:00,2049-10-16 12:00:00,2057-08-16 12:00:00,2064-09-16 00:00:00,2076-03-16 12:00:00
EC-Earth3,r121i1p1f1,ssp370,2040-10-16 12:00:00,2053-07-16 12:00:00,2063-09-16 00:00:00,2072-02-15 12:00:00,
EC-Earth3,r121i1p1f1,ssp245,2041-11-16 00:00:00,2056-06-16 00:00:00,2072-05-16 12:00:00,2090-12-16 12:00:00,
EC-Earth3,r136i1p1f1,ssp585,2030-08-16 12:00:00,2041-09-16 00:00:00,2051-06-16 00:00:00,2060-12-16 12:00:00,2076-01-16 12:00:00
EC-Earth3,r136i1p1f1,ssp370,2032-12-16 12:00:00,2042-11-16 00:00:00,2053-01-16 12:00:00,2065-07-16 12:00:00,2085-02-15 00:00:00
EC-Earth3,r136i1p1f1,ssp245,2032-03-16 12:00:00,2047-09-16 00:00:00,2065-03-16 12:00:00,2085-02-15 00:00:00,
EC-Earth3,r1i1p1f1,ssp585,2032-03-16 12:00:00,2041-10-16 12:00:00,2052-06-16 00:00:00,2062-09-16 00:00:00,2076-08-16 12:00:00
EC-Earth3,r1i1p1f1,ssp370,2034-04-16 00:00:00,2047-08-16 12:00:00,2058-07-16 12:00:00,2068-04-16 00:00:00,2087-10-16 12:00:00
EC-Earth3,r1i1p1f1,ssp245,2040-03-16 12:00:00,2053-01-16 12:00:00,2076-03-16 12:00:00,,
EC-Earth3,r138i1p1f1,ssp585,2038-08-16 12:00:00,2049-08-16 12:00:00,2058-10-16 12:00:00,2066-06-16 00:00:00,2079-09-16 00:00:00
EC-Earth3,r138i1p1f1,ssp370,2044-07-16 12:00:00,2056-04-16 00:00:00,2064-09-16 00:00:00,2073-05-16 12:00:00,
EC-Earth3,r138i1p1f1,ssp245,2045-09-16 00:00:00,2061-10-16 12:00:00,2079-02-15 00:00:00,,
EC-Earth3,r24i1p1f1,ssp245,2050-07-16 12:00:00,2063-03-16 12:00:00,2079-12-16 12:00:00,,
EC-Earth3,r135i1p1f1,ssp585,2035-07-16 12:00:00,2044-04-16 00:00:00,2052-04-16 00:00:00,2061-02-15 00:00:00,2074-11-16 00:00:00
EC-Earth3,r135i1p1f1,ssp370,2032-06-16 00:00:00,2044-11-16 00:00:00,2057-02-15 00:00:00,2068-10-16 12:00:00,2085-11-16 00:00:00
EC-Earth3,r135i1p1f1,ssp245,2034-05-16 12:00:00,2048-10-16 12:00:00,2068-12-16 12:00:00,2085-02-15 00:00:00,
EC-Earth3,r13i1p1f1,ssp585,2037-07-16 12:00:00,2050-05-16 12:00:00,2057-12-16 12:00:00,2064-06-16 00:00:00,2077-10-16 12:00:00
EC-Earth3,r13i1p1f1,ssp370,2042-09-16 00:00:00,2053-11-16 00:00:00,2065-06-16 00:00:00,2075-07-16 12:00:00,
EC-Earth3,r13i1p1f1,ssp245,2046-02-15 00:00:00,2061-01-16 12:00:00,2078-03-16 12:00:00,,
EC-Earth3,r113i1p1f1,ssp585,2036-06-16 00:00:00,2048-09-16 00:00:00,2057-04-16 00:00:00,2063-09-16 00:00:00,2076-09-16 00:00:00
EC-Earth3,r113i1p1f1,ssp370,2037-03-16 12:00:00,2053-09-16 00:00:00,2064-12-16 12:00:00,2073-02-15 00:00:00,2089-05-16 12:00:00
EC-Earth3,r113i1p1f1,ssp245,2039-11-16 00:00:00,2057-04-16 00:00:00,2075-03-16 12:00:00,,
EC-Earth3,r19i1p1f1,ssp245,2031-07-16 12:00:00,2040-06-16 00:00:00,2054-08-16 12:00:00,2077-11-16 00:00:00,
EC-Earth3,r106i1p1f1,ssp585,2027-03-16 12:00:00,2035-10-16 12:00:00,2046-06-16 00:00:00,2057-02-15 00:00:00,2073-05-16 12:00:00
EC-Earth3,r106i1p1f1,ssp370,2028-10-16 12:00:00,2040-08-16 12:00:00,2052-07-16 12:00:00,2064-05-16 12:00:00,2084-08-16 12:00:00
EC-Earth3,r106i1p1f1,ssp245,2030-08-16 12:00:00,2041-11-16 00:00:00,2061-02-15 00:00:00,2085-03-16 12:00:00,
EC-Earth3,r145i1p1f1,ssp585,2038-05-16 12:00:00,2047-05-16 12:00:00,2055-05-16 12:00:00,2062-06-16 00:00:00,2075-08-16 12:00:00
EC-Earth3,r145i1p1f1,ssp370,2038-12-16 12:00:00,2048-12-16 12:00:00,2059-10-16 12:00:00,2069-02-15 00:00:00,2087-09-16 00:00:00
EC-Earth3,r145i1p1f1,ssp245,2040-11-16 00:00:00,2053-02-15 00:00:00,2067-09-16 00:00:00,2086-09-16 00:00:00,
EC-Earth3,r15i1p1f1,ssp585,2044-09-16 00:00:00,2052-12-16 12:00:00,2059-12-16 12:00:00,2066-12-16 12:00:00,2079-06-16 00:00:00
EC-Earth3,r15i1p1f1,ssp370,2047-12-16 12:00:00,2058-07-16 12:00:00,2069-06-16 00:00:00,2077-03-16 12:00:00,
EC-Earth3,r15i1p1f1,ssp245,2053-02-15 00:00:00,2065-03-16 12:00:00,2081-08-16 12:00:00,,
EC-Earth3,r125i1p1f1,ssp585,2041-09-16 00:00:00,2052-06-16 00:00:00,2059-12-16 12:00:00,2066-07-16 12:00:00,2079-04-16 00:00:00
EC-Earth3,r125i1p1f1,ssp370,2045-08-16 12:00:00,2057-04-16 00:00:00,2065-10-16 12:00:00,2073-08-16 12:00:00,
EC-Earth3,r125i1p1f1,ssp245,2049-10-16 12:00:00,2064-08-16 12:00:00,2080-04-16 00:00:00,,
EC-Earth3,r11i1p1f1,ssp585,2030-04-16 00:00:00,2039-04-16 00:00:00,2047-05-16 12:00:00,2057-02-15 00:00:00,2073-09-16 00:00:00
EC-Earth3,r11i1p1f1,ssp370,2027-12-16 12:00:00,2038-10-16 12:00:00,2050-07-16 12:00:00,2065-04-16 00:00:00,2084-01-16 12:00:00
EC-Earth3,r11i1p1f1,ssp245,2031-02-15 00:00:00,2042-12-16 12:00:00,2059-10-16 12:00:00,2082-05-16 12:00:00,
EC-Earth3,r10i1p1f1,ssp245,2030-11-16 00:00:00,2037-12-16 12:00:00,2049-04-16 00:00:00,2074-06-16 00:00:00,
EC-Earth3,r16i1p1f1,ssp245,2052-02-15 12:00:00,2064-07-16 12:00:00,2080-12-16 12:00:00,,
EC-Earth3,r14i1p1f1,ssp245,2054-06-16 00:00:00,2067-09-16 00:00:00,2082-11-16 00:00:00,,
EC-Earth3-AerChem,r4i1p1f1,ssp370,2029-07-16 12:00:00,2038-11-16 00:00:00,,,
EC-Earth3-AerChem,r1i1p1f1,ssp370,2035-08-16 12:00:00,2049-03-16 12:00:00,2059-08-16 12:00:00,2066-08-16 12:00:00,2082-04-16 00:00:00
EC-Earth3-CC,r1i1p1f1,ssp585,2047-11-16 00:00:00,2056-06-16 00:00:00,2063-12-16 12:00:00,2070-07-16 12:00:00,2082-06-16 00:00:00
EC-Earth3-CC,r1i1p1f1,ssp245,2055-08-16 12:00:00,2072-08-16 12:00:00,2090-04-16 00:00:00,,
EC-Earth3-Veg,r3i1p1f1,ssp585,2041-08-16 12:00:00,2051-11-16 00:00:00,2059-08-16 12:00:00,2066-09-16 00:00:00,2079-11-16 00:00:00
EC-Earth3-Veg,r3i1p1f1,ssp370,2046-04-16 00:00:00,2056-05-16 12:00:00,2065-02-15 00:00:00,2073-06-16 00:00:00,2090-02-15 00:00:00
EC-Earth3-Veg,r3i1p1f1,ssp245,2048-07-16 12:00:00,2061-03-16 12:00:00,2077-06-16 00:00:00,,
EC-Earth3-Veg,r4i1p1f1,ssp585,2029-04-16 00:00:00,2040-01-16 12:00:00,2050-04-16 00:00:00,2059-09-16 00:00:00,2075-02-15 00:00:00
EC-Earth3-Veg,r4i1p1f1,ssp370,2030-12-16 12:00:00,2043-01-16 12:00:00,2055-06-16 00:00:00,2066-03-16 12:00:00,2084-11-16 00:00:00
EC-Earth3-Veg,r4i1p1f1,ssp245,2030-02-15 00:00:00,2042-08-16 12:00:00,2068-04-16 00:00:00,2085-03-16 12:00:00,
EC-Earth3-Veg,r5i1p1f1,ssp245,2047-10-16 12:00:00,2065-01-16 12:00:00,2077-04-16 00:00:00,,
EC-Earth3-Veg,r12i1p1f1,ssp585,2041-03-16 12:00:00,2050-01-16 12:00:00,2057-01-16 12:00:00,2064-01-16 12:00:00,2078-04-16 00:00:00
EC-Earth3-Veg,r12i1p1f1,ssp370,2045-07-16 12:00:00,2054-11-16 00:00:00,2062-09-16 00:00:00,2071-05-16 12:00:00,2089-07-16 12:00:00
EC-Earth3-Veg,r12i1p1f1,ssp245,2045-01-16 12:00:00,2058-02-15 00:00:00,2071-05-16 12:00:00,,
EC-Earth3-Veg,r6i1p1f1,ssp585,2035-03-16 12:00:00,2043-06-16 00:00:00,2051-03-16 12:00:00,2060-02-15 12:00:00,2075-10-16 12:00:00
EC-Earth3-Veg,r6i1p1f1,ssp245,2037-03-16 12:00:00,2048-09-16 00:00:00,2066-02-15 00:00:00,2086-06-16 00:00:00,
EC-Earth3-Veg,r1i1p1f1,ssp585,2040-02-15 12:00:00,2049-10-16 12:00:00,2058-03-16 12:00:00,2066-01-16 12:00:00,2079-11-16 00:00:00
EC-Earth3-Veg,r1i1p1f1,ssp370,2045-09-16 00:00:00,2056-11-16 00:00:00,2065-12-16 12:00:00,2073-11-16 00:00:00,
EC-Earth3-Veg,r1i1p1f1,ssp245,2048-11-16 00:00:00,2064-10-16 12:00:00,2084-06-16 00:00:00,,
EC-Earth3-Veg,r14i1p1f1,ssp585,2039-07-16 12:00:00,2052-06-16 00:00:00,2061-01-16 12:00:00,2067-03-16 12:00:00,2079-02-15 00:00:00
EC-Earth3-Veg,r14i1p1f1,ssp370,2044-09-16 00:00:00,2057-04-16 00:00:00,2066-06-16 00:00:00,2074-06-16 00:00:00,
EC-Earth3-Veg,r14i1p1f1,ssp245,2050-03-16 12:00:00,2062-01-16 12:00:00,2083-08-16 12:00:00,,
EC-Earth3-Veg,r2i1p1f1,ssp585,2037-10-16 12:00:00,2047-04-16 00:00:00,2057-08-16 12:00:00,2065-11-16 00:00:00,2079-08-16 12:00:00
EC-Earth3-Veg,r2i1p1f1,ssp370,2039-07-16 12:00:00,2055-07-16 12:00:00,2066-04-16 00:00:00,2075-08-16 12:00:00,
EC-Earth3-Veg,r2i1p1f1,ssp245,2039-06-16 00:00:00,2060-05-16 12:00:00,2077-12-16 12:00:00,,
EC-Earth3-Veg-LR,r3i1p1f1,ssp585,2034-10-16 12:00:00,2043-06-16 00:00:00,2050-10-16 12:00:00,2058-02-15 00:00:00,2074-02-15 00:00:00
EC-Earth3-Veg-LR,r3i1p1f1,ssp370,2034-10-16 12:00:00,2043-12-16 12:00:00,2052-08-16 12:00:00,2062-07-16 12:00:00,2083-07-16 12:00:00
EC-Earth3-Veg-LR,r3i1p1f1,ssp245,2034-12-16 12:00:00,2043-12-16 12:00:00,2054-05-16 12:00:00,2082-05-16 12:00:00,
EC-Earth3-Veg-LR,r1i1p1f1,ssp585,2044-11-16 00:00:00,2054-09-16 00:00:00,2062-09-16 00:00:00,2069-01-16 12:00:00,2081-05-16 12:00:00
EC-Earth3-Veg-LR,r1i1p1f1,ssp370,2048-07-16 12:00:00,2058-08-16 12:00:00,2067-10-16 12:00:00,2077-12-16 12:00:00,
EC-Earth3-Veg-LR,r1i1p1f1,ssp245,2055-01-16 12:00:00,2072-06-16 00:00:00,,,
EC-Earth3-Veg-LR,r2i1p1f1,ssp585,2034-11-16 00:00:00,2043-03-16 12:00:00,2051-03-16 12:00:00,2059-01-16 12:00:00,2074-11-16 00:00:00
EC-Earth3-Veg-LR,r2i1p1f1,ssp370,2041-04-16 00:00:00,2049-12-16 12:00:00,2058-08-16 12:00:00,2067-12-16 12:00:00,2086-10-16 12:00:00
EC-Earth3-Veg-LR,r2i1p1f1,ssp245,2039-03-16 12:00:00,2049-07-16 12:00:00,2063-12-16 12:00:00,2084-12-16 12:00:00,
FGOALS-f3-L,r1i1p1f1,ssp585,2043-03-16 12:00:00,2053-10-16 12:00:00,2063-02-15 00:00:00,2071-10-16 12:00:00,2090-02-15 00:00:00
FGOALS-f3-L,r1i1p1f1,ssp370,2045-01-16 12:00:00,2058-05-16 12:00:00,2069-10-16 12:00:00,2083-11-16 00:00:00,
FGOALS-f3-L,r1i1p1f1,ssp245,2051-10-16 12:00:00,2083-10-16 12:00:00,,,
FGOALS-g3,r3i1p1f1,ssp585,2055-04-16 00:00:00,2067-05-16 12:00:00,2078-07-16 12:00:00,2090-12-16 12:00:00,
FGOALS-g3,r3i1p1f1,ssp370,2056-01-16 12:00:00,2074-10-16 12:00:00,2091-01-16 12:00:00,,
FGOALS-g3,r3i1p1f1,ssp245,,,,,
FGOALS-g3,r4i1p1f1,ssp585,2055-10-16 12:00:00,2075-07-16 12:00:00,2089-12-16 12:00:00,,
FGOALS-g3,r4i1p1f1,ssp370,2056-10-16 12:00:00,2075-06-16 00:00:00,,,
FGOALS-g3,r4i1p1f1,ssp245,,,,,
FGOALS-g3,r5i1p1f1,ssp370,2060-01-16 12:00:00,2075-06-16 00:00:00,2090-11-16 00:00:00,,
FGOALS-g3,r1i1p1f1,ssp585,2049-12-16 12:00:00,2061-12-16 12:00:00,2076-11-16 00:00:00,2089-02-15 00:00:00,
FGOALS-g3,r1i1p1f1,ssp370,2053-07-16 12:00:00,2072-02-15 00:00:00,2087-01-16 12:00:00,,
FGOALS-g3,r1i1p1f1,ssp245,2074-03-16 12:00:00,,,,
FGOALS-g3,r2i1p1f1,ssp585,2054-03-16 12:00:00,2067-02-15 00:00:00,2078-02-15 00:00:00,,
FGOALS-g3,r2i1p1f1,ssp370,2057-11-16 00:00:00,2074-01-16 12:00:00,2087-01-16 12:00:00,,
FGOALS-g3,r2i1p1f1,ssp245,,,,,
FIO-ESM-2-0,r3i1p1f1,ssp585,2037-10-16 12:00:00,2047-07-16 12:00:00,2056-11-16 00:00:00,2064-05-16 12:00:00,2077-05-16 12:00:00
FIO-ESM-2-0,r3i1p1f1,ssp245,2042-01-16 12:00:00,2059-09-16 00:00:00,2081-05-16 12:00:00,,
FIO-ESM-2-0,r1i1p1f1,ssp585,2040-08-16 12:00:00,2050-01-16 12:00:00,2058-06-16 00:00:00,2066-05-16 12:00:00,2079-05-16 12:00:00
FIO-ESM-2-0,r1i1p1f1,ssp245,2044-03-16 12:00:00,2065-10-16 12:00:00,2087-04-16 00:00:00,,
FIO-ESM-2-0,r2i1p1f1,ssp585,2040-03-16 12:00:00,2049-10-16 12:00:00,2057-05-16 12:00:00,2065-08-16 12:00:00,2078-12-16 12:00:00
FIO-ESM-2-0,r2i1p1f1,ssp245,2043-07-16 12:00:00,2063-03-16 12:00:00,2085-05-16 12:00:00,,
GFDL-CM4,r1i1p1f1,ssp585,2038-11-16 00:00:00,2048-01-16 12:00:00,2056-06-16 00:00:00,2065-06-16 00:00:00,2082-09-16 00:00:00
GFDL-CM4,r1i1p1f1,ssp245,2043-09-16 00:00:00,2063-06-16 00:00:00,2083-02-15 00:00:00,,
GFDL-ESM4,r3i1p1f1,ssp245,2063-08-16 12:00:00,,,,
GFDL-ESM4,r1i1p1f1,ssp585,2049-01-16 12:00:00,2060-04-16 00:00:00,2071-02-15 00:00:00,2081-04-16 00:00:00,
GFDL-ESM4,r1i1p1f1,ssp370,2053-03-16 12:00:00,2064-08-16 12:00:00,2077-01-16 12:00:00,2090-08-16 12:00:00,
GFDL-ESM4,r1i1p1f1,ssp245,2062-12-16 12:00:00,,,,
GFDL-ESM4,r2i1p1f1,ssp245,2061-07-16 12:00:00,,,,
GISS-E2-1-G,r2i1p1f2,ssp585,2040-07-16 12:00:00,2051-02-15 00:00:00,2062-08-16 12:00:00,2072-10-16 12:00:00,
GISS-E2-1-G,r2i1p1f2,ssp370,2045-06-16 00:00:00,2060-10-16 12:00:00,2075-08-16 12:00:00,2091-01-16 12:00:00,
GISS-E2-1-G,r8i1p1f2,ssp370,2043-09-16 00:00:00,2058-08-16 12:00:00,2075-11-16 00:00:00,2088-10-16 12:00:00,
GISS-E2-1-G,r8i1p1f2,ssp245,2047-06-16 00:00:00,2071-05-16 12:00:00,,,
GISS-E2-1-G,r7i1p5f1,ssp370,2040-06-16 00:00:00,2055-06-16 00:00:00,2070-06-16 00:00:00,2085-03-16 12:00:00,
GISS-E2-1-G,r6i1p5f1,ssp370,2039-06-16 00:00:00,2055-12-16 12:00:00,2071-04-16 00:00:00,2086-02-15 00:00:00,
GISS-E2-1-G,r5i1p3f1,ssp585,2041-12-16 12:00:00,2054-10-16 12:00:00,2067-02-15 00:00:00,2077-04-16 00:00:00,
GISS-E2-1-G,r5i1p3f1,ssp245,2048-03-16 12:00:00,2072-11-16 00:00:00,,,
GISS-E2-1-G,r2i1p3f1,ssp585,2044-01-16 12:00:00,2054-11-16 00:00:00,2066-11-16 00:00:00,2077-04-16 00:00:00,
GISS-E2-1-G,r2i1p3f1,ssp370,2048-09-16 00:00:00,2063-03-16 12:00:00,2077-11-16 00:00:00,2090-07-16 12:00:00,
GISS-E2-1-G,r2i1p3f1,ssp245,2049-12-16 12:00:00,2077-05-16 12:00:00,,,
GISS-E2-1-G,r1i1p5f1,ssp585,2038-04-16 00:00:00,2050-02-15 00:00:00,2064-04-16 00:00:00,2075-02-15 00:00:00,
GISS-E2-1-G,r1i1p5f1,ssp370,2040-05-16 12:00:00,2055-01-16 12:00:00,2068-11-16 00:00:00,2082-09-16 00:00:00,
GISS-E2-1-G,r1i1p5f1,ssp245,2043-11-16 00:00:00,2077-07-16 12:00:00,,,
GISS-E2-1-G,r6i1p1f2,ssp370,2042-06-16 00:00:00,2057-01-16 12:00:00,2073-01-16 12:00:00,2086-07-16 12:00:00,
GISS-E2-1-G,r6i1p1f2,ssp245,2045-07-16 12:00:00,2073-12-16 12:00:00,,,
GISS-E2-1-G,r1i1p3f1,ssp585,2042-06-16 00:00:00,2054-01-16 12:00:00,2066-01-16 12:00:00,2076-12-16 12:00:00,
GISS-E2-1-G,r1i1p3f1,ssp370,2046-12-16 12:00:00,2059-11-16 00:00:00,2076-06-16 00:00:00,2090-02-15 00:00:00,
GISS-E2-1-G,r1i1p3f1,ssp245,2051-03-16 12:00:00,2078-12-16 12:00:00,,,
GISS-E2-1-G,r4i1p3f1,ssp585,2042-01-16 12:00:00,2054-01-16 12:00:00,2065-05-16 12:00:00,2076-07-16 12:00:00,
GISS-E2-1-G,r4i1p3f1,ssp370,2047-03-16 12:00:00,2061-10-16 12:00:00,2076-04-16 00:00:00,2090-03-16 12:00:00,
GISS-E2-1-G,r4i1p3f1,ssp245,2050-05-16 12:00:00,2079-05-16 12:00:00,,,
GISS-E2-1-G,r4i1p5f1,ssp370,2039-04-16 00:00:00,2055-06-16 00:00:00,2068-01-16 12:00:00,2084-03-16 12:00:00,
GISS-E2-1-G,r4i1p5f1,ssp245,2043-11-16 00:00:00,2074-06-16 00:00:00,,,
GISS-E2-1-G,r4i1p1f2,ssp585,2041-04-16 00:00:00,2052-02-15 00:00:00,2063-12-16 12:00:00,2075-01-16 12:00:00,
GISS-E2-1-G,r4i1p1f2,ssp370,2044-08-16 12:00:00,2058-04-16 00:00:00,2074-08-16 12:00:00,2089-10-16 12:00:00,
GISS-E2-1-G,r5i1p1f2,ssp585,2036-10-16 12:00:00,2046-11-16 00:00:00,2058-07-16 12:00:00,2072-07-16 12:00:00,
GISS-E2-1-G,r5i1p1f2,ssp370,2042-04-16 00:00:00,2059-12-16 12:00:00,2074-04-16 00:00:00,2088-05-16 12:00:00,
GISS-E2-1-G,r10i1p5f1,ssp370,2041-05-16 12:00:00,2056-08-16 12:00:00,2069-06-16 00:00:00,2082-11-16 00:00:00,
GISS-E2-1-G,r3i1p5f1,ssp370,2039-11-16 00:00:00,2060-01-16 12:00:00,2072-10-16 12:00:00,2084-12-16 12:00:00,
GISS-E2-1-G,r3i1p5f1,ssp245,2044-02-15 00:00:00,2070-02-15 00:00:00,,,
GISS-E2-1-G,r10i1p1f2,ssp370,2044-08-16 12:00:00,2060-08-16 12:00:00,2076-08-16 12:00:00,2090-11-16 00:00:00,
GISS-E2-1-G,r10i1p1f2,ssp245,2047-02-15 00:00:00,2073-05-16 12:00:00,,,
GISS-E2-1-G,r9i1p5f1,ssp370,2040-09-16 00:00:00,2055-03-16 12:00:00,2072-01-16 12:00:00,2085-01-16 12:00:00,
GISS-E2-1-G,r8i1p5f1,ssp370,2041-06-16 00:00:00,2056-04-16 00:00:00,2071-07-16 12:00:00,2084-12-16 12:00:00,
GISS-E2-1-G,r3i1p1f2,ssp585,2040-12-16 12:00:00,2051-10-16 12:00:00,2062-10-16 12:00:00,2074-08-16 12:00:00,
GISS-E2-1-G,r3i1p1f2,ssp370,2045-02-15 00:00:00,2058-10-16 12:00:00,2075-02-15 00:00:00,2090-04-16 00:00:00,
GISS-E2-1-G,r7i1p1f2,ssp370,2042-07-16 12:00:00,2059-01-16 12:00:00,2075-12-16 12:00:00,2089-07-16 12:00:00,
GISS-E2-1-G,r7i1p1f2,ssp245,2045-10-16 12:00:00,2070-09-16 00:00:00,,,
GISS-E2-1-G,r2i1p5f1,ssp370,2041-06-16 00:00:00,2054-04-16 00:00:00,2067-08-16 12:00:00,2083-07-16 12:00:00,
GISS-E2-1-G,r2i1p5f1,ssp245,2042-10-16 12:00:00,2074-06-16 00:00:00,,,
GISS-E2-1-G,r3i1p3f1,ssp585,2041-11-16 00:00:00,2053-08-16 12:00:00,2065-03-16 12:00:00,2075-09-16 00:00:00,
GISS-E2-1-G,r3i1p3f1,ssp370,2045-10-16 12:00:00,2059-08-16 12:00:00,2075-09-16 00:00:00,2088-11-16 00:00:00,
GISS-E2-1-G,r3i1p3f1,ssp245,2047-11-16 00:00:00,2078-01-16 12:00:00,,,
GISS-E2-1-G,r9i1p1f2,ssp370,2044-06-16 00:00:00,2059-05-16 12:00:00,2075-09-16 00:00:00,2090-06-16 00:00:00,
GISS-E2-1-G,r9i1p1f2,ssp245,2047-03-16 12:00:00,2076-03-16 12:00:00,,,
GISS-E2-1-H,r1i1p1f2,ssp370,2040-06-16 00:00:00,2053-04-16 00:00:00,2067-02-15 00:00:00,2079-04-16 00:00:00,
GISS-E2-1-H,r1i1p1f2,ssp245,2041-07-16 12:00:00,2061-02-15 00:00:00,2081-01-16 12:00:00,,
GISS-E2-1-H,r2i1p1f2,ssp370,2041-10-16 12:00:00,2054-10-16 12:00:00,2067-08-16 12:00:00,2079-12-16 12:00:00,
GISS-E2-1-H,r2i1p1f2,ssp245,2040-03-16 12:00:00,2061-12-16 12:00:00,2085-11-16 00:00:00,,
GISS-E2-1-H,r5i1p3f1,ssp245,2043-01-16 12:00:00,2064-07-16 12:00:00,,,
GISS-E2-1-H,r4i1p1f2,ssp370,2036-08-16 12:00:00,2049-03-16 12:00:00,2063-12-16 12:00:00,2076-12-16 12:00:00,
GISS-E2-1-H,r4i1p1f2,ssp245,2037-08-16 12:00:00,2058-04-16 00:00:00,2076-11-16 00:00:00,,
GISS-E2-1-H,r2i1p3f1,ssp245,2046-09-16 00:00:00,2068-03-16 12:00:00,,,
GISS-E2-1-H,r5i1p1f2,ssp370,2042-03-16 12:00:00,2053-11-16 00:00:00,2066-09-16 00:00:00,2079-02-15 00:00:00,
GISS-E2-1-H,r5i1p1f2,ssp245,2044-08-16 12:00:00,2062-12-16 12:00:00,2087-01-16 12:00:00,,
GISS-E2-1-H,r3i1p1f2,ssp370,2040-06-16 00:00:00,2055-12-16 12:00:00,2069-02-15 00:00:00,2080-01-16 12:00:00,
GISS-E2-1-H,r3i1p1f2,ssp245,2043-10-16 12:00:00,2061-07-16 12:00:00,2087-06-16 00:00:00,,
GISS-E2-1-H,r1i1p3f1,ssp370,2043-02-15 00:00:00,2056-01-16 12:00:00,2069-04-16 00:00:00,2083-11-16 00:00:00,
